City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,ozernovskiy,51.5,156.5167,-1.81,81,0,3.85,RU,2023-04-01 15:49:10
299,santa rosalia,27.3167,-112.2833,17.59,37,3,1.89,MX,2023-04-01 15:49:10
300,sitrah,26.1547,50.6206,21.08,52,0,10.8,BH,2023-04-01 15:49:11
301,arman,59.7,150.1667,-4.41,97,100,1.68,RU,2023-04-01 15:49:11
302,hasaki,35.7333,140.8333,14.22,54,34,4.85,JP,2023-04-01 15:49:11
303,taylorville,39.5489,-89.2945,5.1,70,100,15.43,US,2023-04-01 15:39:48
304,gulu,2.7746,32.299,21.53,74,70,1.59,UG,2023-04-01 15:49:12
305,boca do acre,-8.7522,-67.3978,24.07,96,100,1.1,BR,2023-04-01 15:49:12
306,yilan,24.757,121.753,18.92,96,56,0.77,TW,2023-04-01 15:49:12
307,biltine,14.5333,20.9167,35.64,8,22,4.11,TD,2023-04-01 15:49:12
308,san carlos de bariloche,-41.1456,-71.3082,15.86,51,20,11.83,AR,2023-04-01 15:46:56
309,hawera,-39.5917,174.2833,14.42,95,79,2.95,NZ,2023-04-01 15:49:13
310,hrodna,53.6884,23.8258,7.31,96,100,3.56,BY,2023-04-01 15:49:13
311,uyuni,-20.4597,-66.825,14.42,41,21,0.79,BO,2023-04-01 15:49:13
312,amahai,-3.3333,128.9167,25.73,87,97,1.83,ID,2023-04-01 15:49:14
313,porto murtinho,-21.6989,-57.8825,35.31,39,5,1.22,BR,2023-04-01 15:49:14
314,honningsvag,70.9821,25.9704,-1.14,69,100,11.32,NO,2023-04-01 15:49:14
315,nikel,69.4128,30.222,-2.9,82,100,8.89,RU,2023-04-01 15:49:14
316,oulu,65.0124,25.4682,-0.94,64,20,4.12,FI,2023-04-01 15:49:14
317,bilibino,68.0546,166.4372,-26.45,100,100,1.37,RU,2023-04-01 15:49:15
318,damara,4.9608,18.7035,33.95,30,54,2.56,CF,2023-04-01 15:49:15
319,shimoda,34.6667,138.95,14.58,84,100,4.96,JP,2023-04-01 15:49:15
320,barcarena,-1.5058,-48.6258,29.03,94,100,1.52,BR,2023-04-01 15:49:15
321,tura,25.5198,90.2201,17.7,88,12,0.98,IN,2023-04-01 15:49:15
322,sao joao da barra,-21.6403,-41.0511,33.05,60,45,1.16,BR,2023-04-01 15:49:16
323,sola,-13.8833,167.55,28.04,73,47,3.74,VU,2023-04-01 15:42:14
324,aras,42.5617,-2.356,11.23,54,0,4.63,ES,2023-04-01 15:49:16
325,saint-pierre,-21.3393,55.4781,26.82,74,0,3.6,RE,2023-04-01 15:49:16
326,abu samrah,35.3029,37.1841,12.47,65,32,5.81,SY,2023-04-01 15:49:17
327,manaure,11.7751,-72.4445,30.34,52,69,10.77,CO,2023-04-01 15:49:17
328,padang,-0.9492,100.3543,25.03,86,100,1.77,ID,2023-04-01 15:49:17
329,general pico,-35.6566,-63.7568,21.08,26,18,7.29,AR,2023-04-01 15:49:17
330,upata,8.0086,-62.3989,30.01,46,98,4.05,VE,2023-04-01 15:49:18
331,beloha,-25.1667,45.05,22.78,88,72,4.57,MG,2023-04-01 15:49:18
332,bontang,0.1333,117.5,25.41,80,100,1.95,ID,2023-04-01 15:49:18
333,santa cruz,-17.8,-63.1667,24.7,88,75,6.17,BO,2023-04-01 15:46:16
334,alice springs,-23.7,133.8833,16.75,94,100,0.51,AU,2023-04-01 15:47:35
335,nouakchott,18.0858,-15.9785,40.96,21,0,2.35,MR,2023-04-01 15:49:19
336,la ronge,55.1001,-105.2842,-5.86,79,100,5.14,CA,2023-04-01 15:49:19
337,ambilobe,-13.2,49.05,24.81,91,100,0.88,MG,2023-04-01 15:49:20
338,port-cartier,50.0334,-66.8654,0.42,89,100,5.2,CA,2023-04-01 15:49:20
339,san cristobal,7.7669,-72.225,19.1,57,100,3.23,VE,2023-04-01 15:49:20
340,rodrigues alves,-7.738,-72.6509,25.11,78,100,0.99,BR,2023-04-01 15:49:20
341,banfora,10.6333,-4.7667,38.83,10,3,2.67,BF,2023-04-01 15:49:21
342,saint anthony,45.0205,-93.218,-0.13,75,0,5.14,US,2023-04-01 15:49:21
343,bengkulu,-3.8004,102.2655,23.94,90,100,1.83,ID,2023-04-01 15:49:21
344,bathsheba,13.2167,-59.5167,28.34,69,75,8.23,BB,2023-04-01 15:49:21
345,moron,-34.6534,-58.6198,21.0,57,5,2.74,AR,2023-04-01 15:49:22
346,trofarello,44.9837,7.7452,22.15,17,0,7.2,IT,2023-04-01 15:49:22
347,kemi,65.8596,24.8228,-0.13,55,0,3.09,FI,2023-04-01 15:49:22
348,port lincoln,-34.7333,135.8667,14.49,66,21,5.65,AU,2023-04-01 15:49:22
349,tanda,26.55,82.65,20.8,74,79,2.3,IN,2023-04-01 15:46:50
350,tam ky,15.5667,108.4833,23.75,94,95,1.84,VN,2023-04-01 15:49:23
351,matagami,49.7502,-77.6328,-6.94,68,0,8.23,CA,2023-04-01 15:47:31
352,abyek,36.0667,50.55,5.78,37,100,4.7,IR,2023-04-01 15:49:23
353,kharan,28.5833,65.4167,26.32,25,3,6.04,PK,2023-04-01 15:49:23
354,inongo,-1.95,18.2667,26.94,70,24,0.57,CD,2023-04-01 15:49:23
355,itinga,-16.6131,-41.7653,37.77,17,1,0.97,BR,2023-04-01 15:49:24
356,paragominas,-2.9667,-47.4833,22.58,98,100,0.74,BR,2023-04-01 15:49:24
357,torbay,47.6666,-52.7314,6.05,61,40,5.66,CA,2023-04-01 15:49:24
358,turinskaya sloboda,57.6232,64.3858,2.46,70,93,7.48,RU,2023-04-01 15:49:24
359,hyeres,43.1167,6.1167,19.36,53,0,12.35,FR,2023-04-01 15:49:24
360,araouane,18.9048,-3.5265,36.15,4,1,4.34,ML,2023-04-01 15:49:25
361,kudahuvadhoo,2.6708,72.8944,28.38,69,57,1.79,MV,2023-04-01 15:49:25
362,la paz,-16.5,-68.15,13.1,57,75,5.14,BO,2023-04-01 15:49:25
363,guiratinga,-16.3494,-53.7583,32.02,48,26,0.4,BR,2023-04-01 15:49:26
364,gold coast,-28.0,153.4333,20.0,94,31,0.0,AU,2023-04-01 15:49:26
365,cerritos,33.8583,-118.0648,16.78,80,0,1.54,US,2023-04-01 15:49:26
366,cidreira,-30.1811,-50.2056,19.39,66,68,7.41,BR,2023-04-01 15:49:26
367,buenavista,8.9769,125.4089,23.8,93,100,1.63,PH,2023-04-01 15:49:27
368,pisco,-13.7,-76.2167,25.01,83,0,3.09,PE,2023-04-01 15:49:27
369,passo fundo,-28.2628,-52.4067,18.14,48,0,2.06,BR,2023-04-01 15:49:27
370,mudbidri,13.0833,74.9833,26.79,74,20,2.57,IN,2023-04-01 15:49:27
371,fairbanks,64.8378,-147.7164,-11.81,75,75,2.06,US,2023-04-01 15:49:28
372,makat,47.6469,53.3463,15.32,17,85,9.64,KZ,2023-04-01 15:49:28
373,belousovka,50.1339,82.5239,-4.53,50,0,9.0,KZ,2023-04-01 15:49:28
374,berlevag,70.8578,29.0864,-1.03,59,100,12.86,NO,2023-04-01 15:49:29
375,komsomolskiy,40.4272,71.7189,18.4,36,91,3.09,UZ,2023-04-01 15:49:29
376,kavaratti,10.5669,72.642,27.67,68,8,3.57,IN,2023-04-01 15:49:29
377,dubbo,-32.25,148.6167,12.07,71,70,3.09,AU,2023-04-01 15:49:29
378,ponta delgada,37.7333,-25.6667,19.4,72,0,4.63,PT,2023-04-01 15:49:29
379,miles city,46.4083,-105.8406,1.54,80,0,2.57,US,2023-04-01 15:49:30
380,aulla,44.2146,9.9678,16.87,69,30,2.52,IT,2023-04-01 15:49:30
381,pamanukan,-6.2842,107.8106,24.85,90,87,2.31,ID,2023-04-01 15:49:30
382,jibuti,11.5,42.5,28.21,59,100,4.87,DJ,2023-04-01 15:49:30
383,bergen,60.392,5.328,8.23,49,0,4.12,NO,2023-04-01 15:40:31
384,deputatskiy,69.3,139.9,-32.91,99,78,2.44,RU,2023-04-01 15:49:31
385,erdenet,49.0333,104.0833,-13.1,86,100,6.78,MN,2023-04-01 15:47:14
386,ketchikan,55.3422,-131.6461,2.26,93,75,2.57,US,2023-04-01 15:46:06
387,tubmanburg,6.8708,-10.8172,31.58,54,55,4.16,LR,2023-04-01 15:49:31
388,isangel,-19.55,169.2667,26.06,94,20,0.0,VU,2023-04-01 15:49:32
389,carutapera,-1.195,-46.02,23.69,96,100,0.75,BR,2023-04-01 15:49:32
390,sampit,-2.5333,112.95,23.01,97,98,1.11,ID,2023-04-01 15:49:32
391,nizwa,22.9333,57.5333,29.38,20,41,1.2,OM,2023-04-01 15:49:32
392,terney,45.0503,136.6092,0.91,74,1,1.18,RU,2023-04-01 15:49:32
393,lixourion,38.2019,20.4314,18.0,88,20,0.0,GR,2023-04-01 15:49:32
394,kapit,2.0167,112.9333,22.48,99,100,0.12,MY,2023-04-01 15:49:33
395,ouagadougou,12.3642,-1.5383,39.07,7,37,4.12,BF,2023-04-01 15:49:33
396,sept-iles,50.2001,-66.3821,0.59,86,100,6.17,CA,2023-04-01 15:49:33
397,huesca,42.1362,-0.4087,15.38,50,75,9.26,ES,2023-04-01 15:45:03
398,muniz freire,-20.4642,-41.4131,29.64,48,93,1.03,BR,2023-04-01 15:49:33
399,puerto escondido,15.85,-97.0667,29.46,84,0,3.09,MX,2023-04-01 15:49:33
400,cooma,-36.2333,149.1333,4.54,97,8,0.85,AU,2023-04-01 15:49:34
401,ola,59.5833,151.2833,-4.23,95,99,3.43,RU,2023-04-01 15:49:34
402,hambantota,6.1241,81.1185,25.19,94,40,2.57,LK,2023-04-01 15:49:34
403,saint-augustin,51.226,-58.6502,1.5,57,91,4.36,CA,2023-04-01 15:49:35
404,morant bay,17.8815,-76.4093,28.73,69,32,5.7,JM,2023-04-01 15:49:35
405,gornoye loo,43.7129,39.6049,7.88,70,0,2.24,RU,2023-04-01 15:49:35
406,port macquarie,-31.4333,152.9167,16.53,87,35,4.47,AU,2023-04-01 15:47:02
407,cervo,43.6702,-7.4101,14.42,64,48,6.72,ES,2023-04-01 15:40:29
408,lala,7.9745,123.7458,24.26,96,100,0.55,PH,2023-04-01 15:49:36
409,nanortalik,60.1432,-45.2371,-1.87,76,81,4.23,GL,2023-04-01 15:49:36
410,steamboat springs,40.485,-106.8317,1.11,76,0,0.45,US,2023-04-01 15:48:38
411,gannan,47.9147,123.5031,14.51,30,100,3.24,CN,2023-04-01 15:49:36
412,korla,41.7597,86.1469,10.06,15,0,6.39,CN,2023-04-01 15:48:07
413,sitka,57.0531,-135.33,1.94,80,75,3.09,US,2023-04-01 15:46:07
414,ostrovnoy,68.0531,39.5131,-3.82,86,49,4.78,RU,2023-04-01 15:49:37
415,smithers,54.7804,-127.1743,-1.82,93,20,2.06,CA,2023-04-01 15:49:37
416,casablanca,33.5928,-7.6192,25.12,64,0,4.12,MA,2023-04-01 15:49:37
417,norman wells,65.282,-126.8329,-12.98,78,100,1.03,CA,2023-04-01 15:49:38
418,roald,62.5833,6.1333,9.51,45,0,4.12,NO,2023-04-01 15:49:38
419,juneau,58.3019,-134.4197,1.79,97,100,3.09,US,2023-04-01 15:45:20
420,eenhana,-17.4667,16.3333,28.78,39,65,0.74,NA,2023-04-01 15:49:38
421,axim,4.8699,-2.2405,29.35,67,30,4.33,GH,2023-04-01 15:49:38
422,santa maria,-29.6842,-53.8069,19.61,42,0,2.06,BR,2023-04-01 15:47:13
423,praya,14.9215,-23.5087,35.3,15,0,10.29,CV,2023-04-01 15:49:39
424,le port,-20.9373,55.2919,27.0,94,30,3.39,RE,2023-04-01 15:49:39
425,roebourne,-20.7833,117.1333,28.19,70,18,3.14,AU,2023-04-01 15:49:39
426,souillac,-20.5167,57.5167,27.21,74,20,3.09,MU,2023-04-01 15:49:39
427,mackay,-21.15,149.2,24.82,84,85,4.08,AU,2023-04-01 15:47:30
428,coquimbo,-29.9533,-71.3436,16.85,94,100,1.54,CL,2023-04-01 15:39:39
429,vila,42.0304,-8.1588,9.49,84,98,2.11,PT,2023-04-01 15:49:40
430,cururupu,-1.8283,-44.8683,24.2,92,100,0.69,BR,2023-04-01 15:49:40
431,opuwo,-18.0607,13.84,28.83,26,44,1.41,NA,2023-04-01 15:49:40
432,springfield,37.2153,-93.2982,8.81,52,0,7.72,US,2023-04-01 15:46:38
433,mpongwe,-13.5091,28.155,18.25,94,100,1.06,ZM,2023-04-01 15:49:41
434,tazovskiy,67.4667,78.7,-0.53,96,100,8.95,RU,2023-04-01 15:49:41
435,richards bay,-28.783,32.0377,22.47,86,46,1.9,ZA,2023-04-01 15:49:41
436,nandigama,16.7833,80.3,27.65,70,25,4.22,IN,2023-04-01 15:49:42
437,havelock,34.8791,-76.9013,24.43,82,40,12.86,US,2023-04-01 15:49:42
438,zyryanka,65.75,150.85,-18.93,96,100,4.36,RU,2023-04-01 15:49:42
439,thinadhoo,0.5333,72.9333,28.05,73,99,1.71,MV,2023-04-01 15:49:42
440,melfi,40.9965,15.6514,17.31,66,98,4.06,IT,2023-04-01 15:49:42
441,cap malheureux,-19.9842,57.6142,26.93,72,8,0.89,MU,2023-04-01 15:49:42
442,rorvik,64.8621,11.2373,4.99,60,24,3.6,NO,2023-04-01 15:49:43
443,bluefield,37.2698,-81.2223,18.97,48,20,9.77,US,2023-04-01 15:49:43
444,karangampel,-6.4622,108.4519,26.3,81,98,1.09,ID,2023-04-01 15:49:43
445,antipovka,49.8299,45.3122,10.03,49,100,1.4,RU,2023-04-01 15:49:43
446,adrar,20.5022,-10.0711,35.68,4,0,6.1,MR,2023-04-01 15:49:43
447,luorong,24.4058,109.6086,22.5,87,71,1.16,CN,2023-04-01 15:49:43
448,san juan,-31.5375,-68.5364,23.05,30,44,4.11,AR,2023-04-01 15:41:46
449,lodja,-3.4833,23.4333,24.49,75,93,0.28,CD,2023-04-01 15:49:44
450,sobolevo,54.4299,31.8996,6.8,95,100,3.08,RU,2023-04-01 15:49:44
451,tulle,45.3333,1.8333,5.55,97,90,3.95,FR,2023-04-01 15:49:44
452,maceio,-9.6658,-35.7353,30.69,62,75,4.63,BR,2023-04-01 15:40:05
453,talaya,61.3833,152.75,-12.49,96,93,1.82,RU,2023-04-01 15:49:44
454,coihaique,-45.5752,-72.0662,13.34,62,75,4.63,CL,2023-04-01 15:49:45
455,kavieng,-2.5744,150.7967,26.89,82,100,4.99,PG,2023-04-01 15:49:45
456,dunedin,-45.8742,170.5036,17.67,52,67,3.59,NZ,2023-04-01 15:49:45
457,brae,60.3964,-1.353,7.27,75,100,4.64,GB,2023-04-01 15:49:45
458,saint-leu,-21.15,55.2833,26.48,95,24,2.62,RE,2023-04-01 15:42:19
459,poum,-20.2333,164.0167,25.63,79,14,2.64,NC,2023-04-01 15:49:46
460,bonavista,48.6499,-53.1147,0.13,85,40,2.51,CA,2023-04-01 15:49:46
461,vila franca do campo,37.7167,-25.4333,19.23,69,100,4.84,PT,2023-04-01 15:49:46
462,soderhamn,61.3037,17.0592,3.86,63,4,1.84,SE,2023-04-01 15:49:46
463,rome,34.257,-85.1647,23.54,64,0,4.63,US,2023-04-01 15:41:50
464,idukki,9.85,76.9667,21.29,92,55,0.17,IN,2023-04-01 15:49:46
465,pangai,-19.8,-174.35,26.74,78,26,7.1,TO,2023-04-01 15:49:47
466,valenca,-13.3703,-39.0731,29.89,58,46,2.85,BR,2023-04-01 15:49:47
467,kumburgaz,41.0211,28.4772,19.84,75,100,7.98,TR,2023-04-01 15:49:47
468,alyangula,-13.8483,136.4192,27.45,74,94,2.22,AU,2023-04-01 15:49:47
469,saint-georges,12.0564,-61.7485,28.82,70,40,9.77,GD,2023-04-01 15:49:47
470,bumba,2.1833,22.4667,29.02,52,84,1.8,CD,2023-04-01 15:49:48
471,mayumba,-3.432,10.6554,25.58,82,100,1.78,GA,2023-04-01 15:49:48
472,hoshcha,50.6003,26.6744,8.84,86,78,2.63,UA,2023-04-01 15:49:48
473,myitkyina,25.3833,97.4,18.14,92,99,1.01,MM,2023-04-01 15:49:48
474,polis,35.0367,32.4264,16.9,79,91,4.25,CY,2023-04-01 15:49:48
475,paamiut,61.994,-49.6678,-4.34,50,99,3.68,GL,2023-04-01 15:49:49
476,oussouye,12.485,-16.5469,38.1,36,13,6.32,SN,2023-04-01 15:49:49
477,warrington,53.3925,-2.5802,11.0,74,75,6.17,GB,2023-04-01 15:49:49
478,kalmar,56.6616,16.3616,3.97,65,6,8.23,SE,2023-04-01 15:49:49
479,black river,18.0264,-77.8487,28.84,57,19,4.44,JM,2023-04-01 15:49:49
480,calvia,39.5657,2.5062,19.49,59,50,4.26,ES,2023-04-01 15:49:50
481,tsiroanomandidy,-18.7667,46.0333,22.2,78,100,0.79,MG,2023-04-01 15:49:50
482,bilma,18.6853,12.9164,31.11,4,84,3.3,NE,2023-04-01 15:49:50
483,port-gentil,-0.7193,8.7815,25.98,94,40,3.6,GA,2023-04-01 15:37:06
484,kiknur,57.3034,47.2011,2.25,85,49,4.28,RU,2023-04-01 15:49:50
485,takab,36.4009,47.1133,-0.75,67,84,4.8,IR,2023-04-01 15:49:51
486,namibe,-15.1961,12.1522,25.59,76,79,4.78,AO,2023-04-01 15:49:51
487,iturama,-19.7281,-50.1956,28.11,63,43,1.97,BR,2023-04-01 15:49:37
488,fare,-16.7,-151.0167,27.71,75,37,3.19,PF,2023-04-01 15:49:51
489,uong bi,21.0333,106.7833,21.99,98,82,2.14,VN,2023-04-01 15:49:51
490,aksarka,66.5606,67.7975,1.25,99,100,7.54,RU,2023-04-01 15:49:52
491,rawson,-43.3002,-65.1023,24.38,28,79,10.33,AR,2023-04-01 15:49:52
492,nelson bay,-32.7167,152.15,16.67,95,52,3.13,AU,2023-04-01 15:49:52
493,te anau,-45.4167,167.7167,11.2,96,37,1.32,NZ,2023-04-01 15:49:52
494,burley,42.5357,-113.7928,6.83,49,100,2.57,US,2023-04-01 15:49:41
495,nemuro,43.3236,145.575,0.89,87,29,8.81,JP,2023-04-01 15:49:53
496,luganville,-15.5333,167.1667,25.82,87,70,0.8,VU,2023-04-01 15:49:53
497,villiers,-27.0303,28.6006,19.14,45,86,0.35,ZA,2023-04-01 15:49:53
498,moctezuma,29.8,-109.6667,20.18,14,1,1.32,MX,2023-04-01 15:44:15
499,ridgecrest,35.6225,-117.6709,11.47,46,0,2.06,US,2023-04-01 15:49:53
500,codrington,-38.2667,141.9667,10.42,75,17,1.04,AU,2023-04-01 15:49:54
501,sidi ali,36.0998,0.4206,18.13,64,100,2.19,DZ,2023-04-01 15:49:54
502,alamogordo,32.8995,-105.9603,18.09,17,68,2.27,US,2023-04-01 15:49:54
503,yarmouth,41.7057,-70.2286,12.26,98,100,10.29,US,2023-04-01 15:49:54
504,sisimiut,66.9395,-53.6735,-10.04,62,1,3.66,GL,2023-04-01 15:49:54
505,belaya gora,68.5333,146.4167,-30.91,100,92,1.96,RU,2023-04-01 15:49:54
506,haines junction,60.7522,-137.5108,-4.03,74,100,5.14,CA,2023-04-01 15:49:55
507,los llanos de aridane,28.6585,-17.9182,21.86,57,0,6.17,ES,2023-04-01 15:49:55
508,preobrazheniye,42.9019,133.9064,2.58,69,69,1.82,RU,2023-04-01 15:49:55
509,maarianhamina,60.0973,19.9348,0.92,64,0,6.69,AX,2023-04-01 15:49:55
510,dawei,14.0833,98.2,24.41,90,80,0.82,MM,2023-04-01 15:49:55
511,tecozautla,20.5333,-99.6333,23.15,47,3,1.93,MX,2023-04-01 15:49:56
512,andenes,69.3143,16.1194,0.52,59,75,9.26,NO,2023-04-01 15:49:56
513,muroto,33.2833,134.15,16.63,64,98,4.93,JP,2023-04-01 15:49:57
514,hongjiang,27.11,109.9956,20.58,78,100,1.25,CN,2023-04-01 15:49:57
515,loreto,22.2667,-101.9667,22.34,34,34,2.89,MX,2023-04-01 15:48:53
516,lakselv,70.0513,24.9718,-3.1,80,100,11.32,NO,2023-04-01 15:49:57
517,anito,12.4497,125.2886,25.07,87,41,1.34,PH,2023-04-01 15:49:57
518,at-bashi,41.1702,75.8106,-0.26,47,8,2.15,KG,2023-04-01 15:49:58
519,inhambane,-23.865,35.3833,24.05,82,15,3.19,MZ,2023-04-01 15:49:58
520,kanigiri,15.4,79.5167,28.13,72,53,4.46,IN,2023-04-01 15:49:59
521,poltavka,54.3663,71.7632,-3.85,75,74,4.3,RU,2023-04-01 15:49:59
522,biak,-0.9131,122.8766,24.27,77,100,1.69,ID,2023-04-01 15:49:59
523,grand gaube,-20.0064,57.6608,27.22,72,10,0.89,MU,2023-04-01 15:49:59
524,presidencia roque saenz pena,-26.7852,-60.4388,28.52,47,22,2.9,AR,2023-04-01 15:49:59
525,arroyo,41.6096,-4.7969,17.0,55,75,8.75,ES,2023-04-01 15:49:59
526,jiuquan,39.7432,98.5174,6.04,32,100,3.71,CN,2023-04-01 15:50:00
527,zhuhai,22.2769,113.5678,21.88,94,40,2.57,CN,2023-04-01 15:50:00
528,aguas belas,-9.1114,-37.1231,32.45,33,23,2.85,BR,2023-04-01 15:47:05
529,poronaysk,49.2167,143.1167,-4.11,94,68,1.05,RU,2023-04-01 15:50:01
530,marzuq,14.4,46.4667,24.16,65,100,3.78,YE,2023-04-01 15:50:01
531,gornozavodsk,58.3758,58.3211,1.72,97,100,4.54,RU,2023-04-01 15:50:01
532,the valley,18.217,-63.0578,27.28,65,40,8.23,AI,2023-04-01 15:50:02
533,nador,35.174,-2.9287,26.04,46,0,9.26,MA,2023-04-01 15:50:02
534,buje,45.41,13.6619,15.85,67,20,3.09,HR,2023-04-01 15:50:03
535,kismayo,-0.3582,42.5454,28.17,77,5,7.52,SO,2023-04-01 15:50:03
536,wagar,16.1525,36.2032,31.42,14,97,3.0,SD,2023-04-01 15:50:03
537,constitucion,-35.3333,-72.4167,21.48,39,90,6.42,CL,2023-04-01 15:50:04
538,aswan,24.0934,32.907,27.61,14,0,3.09,EG,2023-04-01 15:50:04
539,tambopata,-12.7333,-69.1833,26.94,78,75,1.54,PE,2023-04-01 15:50:04
540,kholm,59.2667,32.85,1.36,99,100,2.23,RU,2023-04-01 15:50:05
541,altay,47.8667,88.1167,-7.62,50,98,4.17,CN,2023-04-01 15:50:05
542,tula,54.2044,37.6111,3.51,99,100,3.39,RU,2023-04-01 15:46:41
543,luanda,-8.8368,13.2343,29.0,70,40,5.14,AO,2023-04-01 15:50:06
544,arlit,18.7369,7.3853,33.39,4,1,6.72,NE,2023-04-01 15:50:06
545,melendugno,40.2747,18.3368,19.75,55,40,3.6,IT,2023-04-01 15:50:06
546,paragould,36.0584,-90.4973,15.9,49,2,10.1,US,2023-04-01 15:50:06
547,cap-chat,49.1001,-66.6821,1.0,64,100,1.54,CA,2023-04-01 15:50:07
548,canto do buriti,-8.11,-42.9444,32.57,32,100,1.8,BR,2023-04-01 15:50:07
549,takoradi,4.8845,-1.7554,29.21,67,22,4.79,GH,2023-04-01 15:50:07
